"Competition","Player","Team","Age","Position","Avg.Rating","Minutes","Goals","Assists","G+A","Impact"
"Liga Portugal 2024/25","Marcus Edwards","Sporting CP",25,"Attacking-Mid",7.11,111,1,0,1,"-"
"Liga Portugal 2024/25","Mateus Fernandes","Sporting CP",20,"Left-Winger",6.42,26,0,0,0,"-"
"Liga Portugal 2024/25","Matheus Reis","Sporting CP",30,"Centre-Back",6.17,1319,0,2,2,"-0.61"
"Liga Portugal 2024/25","Maximiliano Araújo","Sporting CP",25,"Wing-Back",6.71,1771,3,4,7,"-0.07"
"Liga Portugal 2024/25","Morten Hjulmand","Sporting CP",25,"Midfielder",6.43,2214,2,2,4,"-0.35"
"Liga Portugal 2024/25","Nuno Santos","Sporting CP",29,"Wing-Back",6.22,354,0,0,0,"-"
"Liga Portugal 2024/25","Ousmane Diomande","Sporting CP",21,"Centre-Back",6.94,2521,2,0,2,"0.16"
"Liga Portugal 2024/25","Pedro Gonçalves","Sporting CP",26,"Attacking-Mid",7.01,870,5,4,9,"0.23"
"Liga Portugal 2024/25","Ricardo Esgaio","Sporting CP",31,"Centre-Back",5.53,230,0,0,0,"-"
"Liga Portugal 2024/25","Rui Silva","Sporting CP",31,"Goalkeeper",6.49,1530,0,0,0,"-0.29"
"Liga Portugal 2024/25","Viktor Gyökeres","Sporting CP",26,"Centre-Foward",8.58,2804,39,7,46,"1.8"
"Liga Portugal 2024/25","Vladen Kovačević","Sporting CP",26,"Goalkeeper",6.08,540,0,0,0,"-"
"Liga Portugal 2024/25","Zeno Debast","Sporting CP",21,"Centre-Back",6.41,2126,0,3,3,"-0.37"
"Liga Portugal 2024/25","Alberto costa","Vitória Guimarães",21,"Right-Back",7.02,675,0,2,2,"-"
"Liga Portugal 2024/25","Beni","Vitória Guimarães",22,"Midfielder",5.26,177,0,0,0,"-"
"Liga Portugal 2024/25","Bruno Gaspar","Vitória Guimarães",32,"Right-Back",5.48,918,0,0,0,"-0.42"
"Liga Portugal 2024/25","Bruno Varela","Vitória Guimarães",30,"Goalkeeper",6.07,3060,0,0,0,"0.17"
"Liga Portugal 2024/25","Dieu-Merci Michel","Vitória Guimarães",21,"Centre-Foward",4.93,371,2,0,2,"-"
"Liga Portugal 2024/25","Filipe Relvas","Vitória Guimarães",25,"Centre-Back",6.58,843,0,0,0,"0.68"
"Liga Portugal 2024/25","Gustavo da Silva","Vitória Guimarães",25,"Right-Winger",5.59,871,7,0,7,"-0.31"
"Liga Portugal 2024/25","Hevertton Santos","Vitória Guimarães",24,"Right-Back",6.33,261,0,0,0,"-"
"Liga Portugal 2024/25","Jesús Ramírez","Vitória Guimarães",27,"Centre-Foward",4.92,732,3,2,5,"-"
"Liga Portugal 2024/25","João Mendes","Vitória Guimarães",30,"Attacking-Mid",5.66,1536,4,2,6,"-0.24"
"Liga Portugal 2024/25","João Miguel Mendes","Vitória Guimarães",29,"Left-Back",6.03,2679,0,0,0,"0.13"
"Liga Portugal 2024/25","Jorge Filipe Oliveira Fernandes","Vitória Guimarães",27,"Centre-Back",5.84,415,0,0,0,"-"
"Liga Portugal 2024/25","José Bica","Vitória Guimarães",21,"Centre-Foward",3.27,25,0,0,0,"-"
"Liga Portugal 2024/25","Kaio","Vitória Guimarães",20,"Right-Winger",6.04,1299,2,3,5,"0.14"
"Liga Portugal 2024/25","Manuel Manu","Vitória Guimarães",23,"Midfielder",6.07,680,1,1,2,"-"
"Liga Portugal 2024/25","Marco Cruz","Vitória Guimarães",20,"Left-Back",3.92,17,0,0,0,"-"
"Liga Portugal 2024/25","Miguel Maga","Vitória Guimarães",22,"Right-Back",6.26,1391,0,1,1,"0.36"
"Liga Portugal 2024/25","Mikel Villanueva","Vitória Guimarães",32,"Centre-Back",6.65,1342,0,0,0,"0.75"
"Liga Portugal 2024/25","Nélson Oliveira","Vitória Guimarães",33,"Centre-Foward",5.23,1776,3,4,7,"-0.67"
"Liga Portugal 2024/25","Nuno Santos","Vitória Guimarães",26,"Left-Winger",5.69,1907,3,4,7,"-0.21"
"Liga Portugal 2024/25","Óscar Rivas","Vitória Guimarães",24,"Centre-Back",5.7,797,1,0,1,"-0.2"
"Liga Portugal 2024/25","Ricardo Mangas","Vitória Guimarães",26,"Left-Winger",6.31,339,0,0,0,"-"
"Liga Portugal 2024/25","Samu","Vitória Guimarães",29,"Attacking-Mid",5.66,1743,2,1,3,"-0.24"
"Liga Portugal 2024/25","Telmo Arcanjo","Vitória Guimarães",23,"Right-Winger",6.13,1320,5,2,7,"0.23"
"Liga Portugal 2024/25","Tiago Silva","Vitória Guimarães",31,"Midfielder",6.47,2326,5,4,9,"0.57"
"Liga Portugal 2024/25","Tomás Händel","Vitória Guimarães",24,"Midfielder",6.05,2516,2,1,3,"0.15"
"Liga Portugal 2024/25","Tomás Ribeiro","Vitória Guimarães",25,"Centre-Back",6.41,315,1,0,1,"-"
"Liga Portugal 2024/25","Toni Borevkovic","Vitória Guimarães",27,"Centre-Back",6.47,2420,0,0,0,"0.57"
"Liga Portugal 2024/25","Úmaro Embaló","Vitória Guimarães",23,"Right-Winger",5.47,148,2,0,2,"-"
"Liga Portugal 2024/25","Vando Félix","Vitória Guimarães",22,"Left-Winger",5.11,548,0,0,0,"-"
"Liga Portugal 2024/25","Zé Carlos","Vitória Guimarães",23,"Midfielder",6.02,122,0,0,0,"-"
"Serie A 2024/25","Ademola Lookman","Atalanta",27,"Attacking-Mid",7.07,2247,15,5,20,"0.8"
"Serie A 2024/25","Ben Godfrey","Atalanta",26,"Wing-Back",4.75,23,0,0,0,"-"
"Serie A 2024/25","Berat Djimsiti","Atalanta",32,"Centre-Back",6.38,2640,1,2,3,"0.11"
"Serie A 2024/25","Charles De Ketelaere","Atalanta",24,"Attacking-Mid",6.62,2070,7,7,14,"0.35"
"Serie A 2024/25","Daniel Maldini","Atalanta",23,"Centre-Foward",5.31,258,3,0,3,"-"
"Serie A 2024/25","Davide Zappacosta","Atalanta",32,"Wing-Back",6.02,2067,4,2,6,"-0.25"
"Serie A 2024/25","Éderson","Atalanta",25,"Midfielder",6.45,2881,4,1,5,"0.18"
"Serie A 2024/25","Giorgio Scalvini","Atalanta",21,"Centre-Back",6.62,272,0,0,0,"-"
"Serie A 2024/25","Ibrahim Sulemana","Atalanta",22,"Midfielder",5.35,283,2,0,2,"-"
"Serie A 2024/25","Isak Hien","Atalanta",26,"Centre-Back",6.08,2327,0,0,0,"-0.19"
"Serie A 2024/25","Juan Cuadrado","Atalanta",36,"Wing-Back",6.06,832,0,2,2,"-"
"Serie A 2024/25","Juan Musso","Atalanta",30,"Goalkeeper",8.9,90,0,0,0,"-"
"Serie A 2024/25","Lazar Samardzic","Atalanta",23,"Attacking-Mid",5.63,1169,2,1,3,"-0.64"
"Serie A 2024/25","Marco Brescianini","Atalanta",25,"Attacking-Mid",5.73,991,4,2,6,"-0.54"
"Serie A 2024/25","Marco Carnesecchi","Atalanta",24,"Goalkeeper",6.75,3060,0,0,0,"0.48"
"Serie A 2024/25","Marco Palestra","Atalanta",20,"Wing-Back",5.01,222,0,0,0,"-"
"Serie A 2024/25","Mario Pašalić","Atalanta",30,"Midfielder",5.9,1967,3,4,7,"-0.37"
"Serie A 2024/25","Marten de Roon","Atalanta",34,"Midfielder",6.45,3058,4,4,8,"0.18"
"Serie A 2024/25","Mateo Retegui","Atalanta",26,"Centre-Foward",6.86,2383,25,8,33,"0.59"
"Serie A 2024/25","Matteo Ruggeri","Atalanta",22,"Wing-Back",6.35,1751,0,3,3,"0.08"
"Serie A 2024/25","Mitchel Bakker","Atalanta",24,"Attacking-Mid",4.91,22,0,0,0,"-"
"Serie A 2024/25","Nicolò Zaniolo","Atalanta",25,"Centre-Foward",5.57,356,2,2,4,"-"
"Serie A 2024/25","Odilon Kossounou","Atalanta",24,"Centre-Back",5.76,1125,0,0,0,"-0.51"
"Serie A 2024/25","Rafael Tolói","Atalanta",34,"Centre-Back",5.7,468,0,0,0,"-"
"Serie A 2024/25","Raoul Bellanova","Atalanta",25,"Wing-Back",6.24,2402,0,9,9,"-0.03"
"Serie A 2024/25","Rui Patrício","Atalanta",37,"Goalkeeper",7.86,270,0,0,0,"-"
"Serie A 2024/25","Sead Kolašinac","Atalanta",31,"Centre-Back",6.62,1903,0,2,2,"0.35"
"Serie A 2024/25","Stefan Posch","Atalanta",28,"Centre-Back",6.81,387,0,0,0,"-"
"Serie A 2024/25","Vanja Vlahović","Atalanta",20,"Centre-Foward",4.72,60,0,0,0,"-"
"Serie A 2024/25","Benjamín Domínguez","Bologna",21,"Left-Winger",5.87,1281,3,2,5,"-0.01"
"Serie A 2024/25","Charalambos Lykogiannis","Bologna",31,"Left-Back",5.7,1048,0,4,4,"-0.18"
"Serie A 2024/25","Dan Ndoye","Bologna",24,"Left-Winger",6.61,2143,8,4,12,"0.73"
"Serie A 2024/25","Davide Calabria","Bologna",28,"Right-Back",5.76,632,0,1,1,"-"
"Serie A 2024/25","Emil Holm","Bologna",25,"Right-Back",6.09,1137,1,1,2,"0.21"
"Serie A 2024/25","Federico Ravaglia","Bologna",25,"Goalkeeper",5.63,1056,0,0,0,"-0.25"
"Serie A 2024/25","Giovanni Fabbian","Bologna",22,"Attacking-Mid",4.74,1023,3,1,4,"-1.14"
"Serie A 2024/25","Jens Odgaard","Bologna",26,"Attacking-Mid",5.63,1952,6,1,7,"-0.25"
"Serie A 2024/25","Jesper Karlsson","Bologna",26,"Left-Winger",4.85,298,1,0,1,"-"
"Serie A 2024/25","Jhon Lucumí","Bologna",26,"Centre-Back",6.47,2614,0,1,1,"0.59"
"Serie A 2024/25","Juan Miranda","Bologna",25,"Left-Back",6.29,2277,0,6,6,"0.41"
"Serie A 2024/25","Kacper Urbanski","Bologna",20,"Midfielder",5.71,247,1,0,1,"-"
"Serie A 2024/25","Lewis Ferguson","Bologna",25,"Midfielder",6.06,983,1,1,2,"0.18"
"Serie A 2024/25","Lorenzo De Silvestri","Bologna",37,"Right-Back",5.24,1060,1,0,1,"-0.64"
"Serie A 2024/25","Łukasz Skorupski","Bologna",34,"Goalkeeper",5.86,2364,0,0,0,"-0.02"
"Serie A 2024/25","Martin Erlic","Bologna",27,"Centre-Back",5.11,334,0,0,0,"-"
"Serie A 2024/25","Michel Aebischer","Bologna",28,"Midfielder",5.33,724,0,0,0,"-"
"Serie A 2024/25","Nicolò Cambiaghi","Bologna",24,"Left-Winger",6.24,620,1,3,4,"-"
"Serie A 2024/25","Nicolò Casale","Bologna",27,"Centre-Back",5.58,900,0,1,1,"-0.3"
"Serie A 2024/25","Nikola Moro","Bologna",27,"Midfielder",5.88,1208,0,2,2,"0"
"Serie A 2024/25","Oussama El Azzouzi","Bologna",23,"Left-Midfielder",4.26,19,0,0,0,"-"
"Serie A 2024/25","Remo Freuler","Bologna",33,"Midfielder",5.7,3204,1,2,3,"-0.18"
"Serie A 2024/25","Riccardo Orsolini","Bologna",28,"Right-Winger",6.85,1878,15,4,19,"0.97"
"Serie A 2024/25","Sam Beukema","Bologna",26,"Centre-Back",6.42,3012,0,1,1,"0.54"
"Serie A 2024/25","Samuel Iling-Junior","Bologna",21,"Right-Winger",6.26,118,1,0,1,"-"
"Serie A 2024/25","Santiago Castro","Bologna",20,"Centre-Foward",5.69,2294,8,4,12,"-0.19"
"Serie A 2024/25","Stefan Posch","Bologna",27,"Right-Back",6.25,714,0,0,0,"-"
"Serie A 2024/25","Thijs Dallinga","Bologna",24,"Centre-Foward",4.96,1154,3,2,5,"-0.92"
"Serie A 2024/25","Tommaso Pobega","Bologna",25,"Midfielder",5.44,1178,2,2,4,"-0.44"
"Serie A 2024/25","Adam Obert","Cagliari",22,"Left-Back",5.27,1077,1,1,2,"-0.2"
"Serie A 2024/25","Alen Sherri","Cagliari",27,"Goalkeeper",5.83,621,0,0,0,"-"
"Serie A 2024/25","Alessandro Deiola","Cagliari",29,"Midfielder",4.84,1432,2,1,3,"-0.63"
"Serie A 2024/25","Antoine Makoumbou","Cagliari",26,"Midfielder",5.3,2150,0,3,3,"-0.17"
"Serie A 2024/25","Elia Caprile","Cagliari",23,"Goalkeeper",6.55,1620,0,0,0,"1.08"
"Serie A 2024/25","Florinel Coman","Cagliari",27,"Left-Winger",4.95,263,1,0,1,"-"
"Serie A 2024/25","Gabriele Zappa","Cagliari",25,"Centre-Back",5.85,3060,2,0,2,"0.38"
"Serie A 2024/25","Gianluca Gaetano","Cagliari",25,"Attacking-Mid",5.29,1009,2,4,6,"-0.18"
"Serie A 2024/25","Gianluca Lapadula","Cagliari",34,"Centre-Foward",4.68,310,0,0,0,"-"
"Serie A 2024/25","José Luis Palomino","Cagliari",35,"Centre-Back",5.24,1081,1,0,1,"-0.23"
"Serie A 2024/25","Kingstone Mutandwa","Cagliari",22,"Centre-Foward",3.98,127,0,0,0,"-"
"Serie A 2024/25","Leonardo Pavoletti","Cagliari",36,"Centre-Foward",4.39,445,2,0,2,"-"
"Serie A 2024/25","Mateusz Wieteska","Cagliari",27,"Centre-Back",4.15,184,0,0,0,"-"
"Serie A 2024/25","Matteo Prati","Cagliari",21,"Midfielder",5,570,0,0,0,"-"
"Serie A 2024/25","Mattia Felici","Cagliari",24,"Left-Midfielder",5.42,925,0,3,3,"-0.05"
"Serie A 2024/25","Michel Ndary Adopo","Cagliari",24,"Midfielder",5.7,2409,1,1,2,"0.23"
"Serie A 2024/25","Nadir Zortea","Cagliari",25,"Wing-Back",5.45,2713,6,2,8,"-0.02"
"Serie A 2024/25","Nicolas Viola","Cagliari",35,"Centre-Foward",5.12,1267,3,1,4,"-0.35"
"Serie A 2024/25","Paulo Azzi","Cagliari",30,"Wing-Back",6.24,426,0,0,0,"-"
"Serie A 2024/25","Răzvan Marin","Cagliari",29,"Midfielder",5.31,1406,3,2,5,"-0.16"
"Serie A 2024/25","Roberto Piccoli","Cagliari",24,"Centre-Foward",5.23,3127,10,1,11,"-0.24"
"Serie A 2024/25","Sebastiano Luperto","Cagliari",28,"Centre-Back",5.66,3240,1,3,4,"0.19"
"Serie A 2024/25","Simone Scuffet","Cagliari",28,"Goalkeeper",5.32,1170,0,0,0,"-0.15"
"Serie A 2024/25","Tommaso Augello","Cagliari",30,"Wing-Back",5.87,2713,0,7,7,"0.4"
"Serie A 2024/25","Yerry Mina","Cagliari",30,"Centre-Back",6.15,2569,1,0,1,"0.68"
"Serie A 2024/25","Zito Luvumbo","Cagliari",23,"Centre-Foward",5.59,1606,2,2,4,"0.12"
"Serie A 2024/25","Alberto Cerri","Como",28,"Centre-Foward",3.69,87,0,0,0,"-"
"Serie A 2024/25","Alberto Dossena","Como",26,"Centre-Back",5.75,1825,0,2,2,"-0.1"
"Serie A 2024/25","Alberto Moreno","Como",32,"Left-Back",5.32,1727,0,0,0,"-0.53"
"Serie A 2024/25","Alessandro Gabrielloni","Como",30,"Centre-Foward",5.27,142,1,1,2,"-"
"Serie A 2024/25","Alessio Iovine","Como",34,"Right-Back",4.59,387,0,0,0,"-"
"Serie A 2024/25","Álex Valle","Como",21,"Left-Back",6.39,1030,0,0,0,"0.54"
"Serie A 2024/25","Alieu Fadera","Como",23,"Left-Winger",6.06,1644,1,3,4,"0.21"
"Serie A 2024/25","Anastasios Douvikas","Como",25,"Centre-Foward",5.65,580,2,2,4,"-"
"Serie A 2024/25","Andrea Belotti","Como",31,"Centre-Foward",4.79,593,2,0,2,"-"
"Serie A 2024/25","Assane Diao","Como",19,"Left-Winger",6.47,1252,8,1,9,"0.62"
"Serie A 2024/25","Ben Lhassine Kone","Como",24,"Midfielder",5.44,51,0,0,0,"-"
"Serie A 2024/25","Daniele Baselli","Como",32,"Midfielder",4.45,22,0,0,0,"-"
"Serie A 2024/25","Edoardo Goldaniga","Como",31,"Centre-Back",5.83,2532,1,0,1,"-0.02"
"Serie A 2024/25","Emil Audero","Como",27,"Goalkeeper",4.37,720,0,0,0,"-"
"Serie A 2024/25","Federico Barba","Como",31,"Centre-Back",5.15,431,0,0,0,"-"
"Serie A 2024/25","Fellipe Jack","Como",19,"Centre-Back",4.74,171,0,0,0,"-"
"Serie A 2024/25","Gabriel Strefezza","Como",28,"Right-Winger",6.12,2619,6,4,10,"0.27"
"Serie A 2024/25","Ignace Van Der Brempt","Como",23,"Right-Back",6.17,1257,0,1,1,"0.32"
"Serie A 2024/25","Ivan Smolčić","Como",24,"Right-Back",5.56,630,0,0,0,"-"
"Serie A 2024/25","Jean Butez","Como",29,"Goalkeeper",7.21,1666,0,0,0,"1.36"
"Serie A 2024/25","Jonathan Ikone","Como",27,"Right-Winger",5.6,540,2,0,2,"-"
"Serie A 2024/25","Luca Mazzitelli","Como",29,"Midfielder",5.42,335,1,1,2,"-"
"Serie A 2024/25","Lucas Da Cunha","Como",23,"Midfielder",5.75,2613,3,2,5,"-0.1"
"Serie A 2024/25","Marc-Oliver Kempf","Como",30,"Centre-Back",6.2,2615,0,0,0,"0.35"
"Serie A 2024/25","Marco Sala","Como",25,"Left-Back",4.97,261,0,0,0,"-"
"Serie A 2024/25","Matthias Braunöder","Como",22,"Midfielder",3.8,268,0,0,0,"-"
"Serie A 2024/25","Maxence Caqueret","Como",25,"Attacking-Mid",6.16,1087,2,3,5,"0.31"
"Serie A 2024/25","Máximo Perrone","Como",22,"Midfielder",5.44,1857,0,3,3,"-0.41"
"Serie A 2024/25","Mërgim Vojvoda","Como",30,"Right-Back",6.42,717,1,2,3,"-"
"Serie A 2024/25","Nicolás Paz","Como",20,"Attacking-Mid",7.03,2687,6,8,14,"1.18"
"Serie A 2024/25","Patrick Cutrone","Como",27,"Centre-Foward",5.45,2047,7,4,11,"-0.4"
"Serie A 2024/25","Pepe Reina","Como",42,"Goalkeeper",5.67,1034,0,0,0,"-0.18"
"Serie A 2024/25","Sergi Roberto","Como",33,"Midfielder",5.41,696,0,1,1,"-"
"Serie A 2024/25","Simone Verdi","Como",32,"Left-Winger",4.89,115,0,0,0,"-"
"Serie A 2024/25","Yannik Engelhardt","Como",24,"Midfielder",5.83,1164,1,1,2,"-0.02"
"Serie A 2024/25","Alberto Grassi","Empoli",30,"Midfielder",5.25,2203,1,0,1,"-0.06"
"Serie A 2024/25","Ardian Ismajli","Empoli",28,"Centre-Back",5.51,2508,0,0,0,"0.2"
"Serie A 2024/25","Christian Kouamé","Empoli",27,"Centre-Foward",5.78,507,1,0,1,"-"
"Serie A 2024/25","Devis Vásquez","Empoli",27,"Goalkeeper",5.48,2880,0,0,0,"0.17"
"Serie A 2024/25","Emmanuel Ekong","Empoli",22,"Attacking-Mid",5.06,186,0,0,0,"-"
"Serie A 2024/25","Emmanuel Gyasi","Empoli",31,"Wing-Back",5.34,3217,2,1,3,"0.03"
"Serie A 2024/25","Faustino Anjorin","Empoli",23,"Midfielder",5.74,1114,2,3,5,"0.43"
"Serie A 2024/25","Giuseppe Pezzella","Empoli",27,"Wing-Back",5.34,2878,0,3,3,"0.03"
"Serie A 2024/25","Ismael Konate","Empoli",19,"Centre-Foward",3.97,116,0,1,1,"-"
"Serie A 2024/25","Jacopo Bacci","Empoli",19,"Midfielder",5.01,31,0,0,0,"-"
"Serie A 2024/25","Jacopo Fazzini","Empoli",22,"Attacking-Mid",5.88,1383,4,1,5,"0.57"
"Serie A 2024/25","Jacopo Seghetti","Empoli",19,"Goalkeeper",3.43,90,0,0,0,"-"
"Serie A 2024/25","Junior Sambia","Empoli",28,"Wing-Back",4.76,387,0,0,0,"-"
"Serie A 2024/25","Liam Henderson","Empoli",29,"Midfielder",4.92,2337,0,4,4,"-0.39"
"Serie A 2024/25","Liberato Cacace","Empoli",24,"Attacking-Mid",5.48,2230,2,4,6,"0.17"
"Serie A 2024/25","Lorenzo Colombo","Empoli",23,"Centre-Foward",5.3,2233,6,2,8,"-0.01"
"Serie A 2024/25","Luca Marianucci","Empoli",20,"Centre-Back",5.14,1069,0,0,0,"-0.17"
"Serie A 2024/25","Marco Silvestri","Empoli",34,"Goalkeeper",4.54,450,0,0,0,"-"
"Serie A 2024/25","Mattia De Sciglio","Empoli",32,"Centre-Back",4.5,769,1,0,1,"-"
"Serie A 2024/25","Mattia Viti","Empoli",23,"Centre-Back",5.83,2572,1,0,1,"0.52"
"Serie A 2024/25","Nicolas Haas","Empoli",28,"Midfielder",4.71,287,0,0,0,"-"
"Serie A 2024/25","Ola Solbakken","Empoli",26,"Attacking-Mid",4.93,760,0,0,0,"-"
"Serie A 2024/25","Pietro Pellegri","Empoli",23,"Centre-Foward",5.35,414,3,0,3,"-"
"Serie A 2024/25","Saba Goglichidze","Empoli",20,"Centre-Back",4.83,2539,0,1,1,"-0.48"
"Serie A 2024/25","Sebastian Walukiewicz","Empoli",24,"Centre-Back",5.78,180,0,0,0,"-"
"Serie A 2024/25","Sebastiano Esposito","Empoli",22,"Centre-Foward",5.73,2331,8,0,8,"0.42"
"Serie A 2024/25","Szymon Żurkowski","Empoli",27,"Midfielder",4.71,106,0,0,0,"-"
"Serie A 2024/25","Thomas Campaniello","Empoli",16,"Centre-Foward",3.12,25,0,0,0,"-"
"Serie A 2024/25","Tyronne Ebuehi","Empoli",29,"Wing-Back",5.44,74,0,0,0,"-"
"Serie A 2024/25","Viktor Kovalenko","Empoli",29,"Midfielder",5.27,77,0,0,0,"-"
"Serie A 2024/25","Youssef Maleh","Empoli",26,"Midfielder",5.2,1510,0,1,1,"-0.11"
"Serie A 2024/25","Albert Guðmundsson","Fiorentina",27,"Attacking-Mid",6.06,1273,6,1,7,"0.13"
"Serie A 2024/25","Alessandro Bianco","Fiorentina",21,"Midfielder",3.92,18,0,0,0,"-"
"Serie A 2024/25","Amir Richardson","Fiorentina",23,"Midfielder",5.26,1099,1,1,2,"-0.67"
"Serie A 2024/25","Andrea Colpani","Fiorentina",26,"Right-Winger",5.78,1576,2,1,3,"-0.15"
"Serie A 2024/25","Antonín Barák","Fiorentina",29,"Attacking-Mid",5.45,54,0,0,0,"-"
"Serie A 2024/25","Cher Ndour","Fiorentina",20,"Midfielder",4.86,406,0,0,0,"-"
"Serie A 2024/25","Christian Kouamé","Fiorentina",27,"Attacking-Mid",5.22,622,0,1,1,"-"
"Serie A 2024/25","Cristiano Biraghi","Fiorentina",32,"Centre-Back",5.49,433,1,0,1,"-"
"Serie A 2024/25","Danilo Cataldi","Fiorentina",30,"Midfielder",5.44,1840,3,0,3,"-0.49"
"Serie A 2024/25","David de Gea","Fiorentina",34,"Goalkeeper",6.65,3150,0,1,1,"0.72"
"Serie A 2024/25","Dodô","Fiorentina",26,"Right-Back",6.77,3115,0,5,5,"0.84"
"Serie A 2024/25","Edoardo Bove","Fiorentina",22,"Midfielder",6.19,851,1,2,3,"-"
"Serie A 2024/25","Fabiano Parisi","Fiorentina",24,"Wing-Back",5.86,1649,2,0,2,"-0.07"
"Serie A 2024/25","Jonathan Ikone","Fiorentina",26,"Right-Winger",5.25,334,0,0,0,"-"
"Serie A 2024/25","Luca Ranieri","Fiorentina",26,"Centre-Back",6.28,3071,1,3,4,"0.35"
"Serie A 2024/25","Lucas Beltrán","Fiorentina",24,"Attacking-Mid",5.78,1953,5,4,9,"-0.15"
"Serie A 2024/25","Lucas Martínez Quarta","Fiorentina",28,"Centre-Back",5.79,351,1,0,1,"-"
"Serie A 2024/25","Marin Pongračić","Fiorentina",27,"Centre-Back",5.74,1367,0,0,0,"-0.19"
"Serie A 2024/25","Matias Moreno","Fiorentina",21,"Centre-Back",4.51,144,0,0,0,"-"
"Serie A 2024/25","Michael Folorunsho","Fiorentina",27,"Wing-Back",5.31,650,0,0,0,"-"
"Serie A 2024/25","Michael Kayode","Fiorentina",20,"Centre-Back",5.76,127,0,0,0,"-"
"Serie A 2024/25","Moise Kean","Fiorentina",25,"Centre-Foward",6.7,2704,19,3,22,"0.77"
"Serie A 2024/25","Nicolò Fagioli","Fiorentina",24,"Midfielder",5.79,962,1,2,3,"-0.14"
"Serie A 2024/25","Nicolò Zaniolo","Fiorentina",25,"Centre-Foward",4.4,343,0,0,0,"-"
"Serie A 2024/25","Pablo Marí","Fiorentina",31,"Centre-Back",6.32,1098,0,0,0,"0.39"
"Serie A 2024/25","Pietro Comuzzo","Fiorentina",20,"Centre-Back",5.68,2200,1,0,1,"-0.25"
"Serie A 2024/25","Pietro Terracciano","Fiorentina",34,"Goalkeeper",6.98,270,0,0,0,"-"
"Serie A 2024/25","Riccardo Sottil","Fiorentina",25,"Left-Winger",5.76,833,1,1,2,"-"
"Serie A 2024/25","Robin Gosens","Fiorentina",30,"Left-Back",6.08,2521,5,5,10,"0.15"
"Serie A 2024/25","Rolando Mandragora","Fiorentina",27,"Midfielder",5.87,2456,4,4,8,"-0.06"
"Serie A 2024/25","Sofyan Amrabat","Fiorentina",28,"Midfielder",5.41,180,0,0,0,"-"
"Serie A 2024/25","Yacine Adli","Fiorentina",24,"Midfielder",6.13,1234,4,6,10,"0.2"
"Serie A 2024/25","Aarón Martín","Genoa",28,"Left-Back",5.97,3085,0,8,8,"0.43"
"Serie A 2024/25","Alan Matturro","Genoa",20,"Centre-Back",5.28,900,0,0,0,"-0.26"
"Serie A 2024/25","Alessandro Marcandalli","Genoa",22,"Centre-Back",3.96,46,0,0,0,"-"
"Serie A 2024/25","Alessandro Vogliacco","Genoa",26,"Centre-Back",5.03,715,2,0,2,"-"
"Serie A 2024/25","Alessandro Zanoli","Genoa",24,"Right-Winger",5.37,1711,1,0,1,"-0.17"
"Serie A 2024/25","Andrea Pinamonti","Genoa",25,"Centre-Foward",5.16,2850,10,1,11,"-0.38"
"Serie A 2024/25","Benjamin Siegrist","Genoa",33,"Goalkeeper",6.9,152,0,0,0,"-"
"Serie A 2024/25","Brooke Norton-Cuffy","Genoa",21,"Right-Back",4.88,719,0,0,0,"-"
"Serie A 2024/25","Caleb Ekuban","Genoa",31,"Centre-Foward",4.87,555,1,3,4,"-"
"Serie A 2024/25","Daniele Sommariva","Genoa",27,"Goalkeeper",5.38,28,0,0,0,"-"
"Serie A 2024/25","David Akpan Ankeye","Genoa",22,"Centre-Foward",3.33,45,0,0,0,"-"
"Serie A 2024/25","Emil Bohinen","Genoa",25,"Midfielder",4.38,166,0,0,0,"-"
"Serie A 2024/25","Fabio Miretti","Genoa",21,"Left-Winger",5.88,1677,3,3,6,"0.34"
"Serie A 2024/25","Filippo Melegoni","Genoa",25,"Midfielder",4.5,89,0,1,1,"-"
"Serie A 2024/25","Gastón Pereiro","Genoa",29,"Midfielder",4.56,31,0,0,0,"-"
"Serie A 2024/25","Honest Ahanor","Genoa",17,"Left-Back",4.5,270,0,0,0,"-"
"Serie A 2024/25","Jean Onana","Genoa",25,"Midfielder",5.14,304,0,0,0,"-"
"Serie A 2024/25","Jeff Ekhator","Genoa",18,"Centre-Foward",4.75,769,1,1,2,"-"
"Serie A 2024/25","Johan Vásquez","Genoa",26,"Centre-Back",6.21,3041,3,0,3,"0.67"
"Serie A 2024/25","Junior Messias","Genoa",34,"Attacking-Mid",5.68,847,1,1,2,"-"
"Serie A 2024/25","Koni De Winter","Genoa",22,"Centre-Back",5.95,2135,3,0,3,"0.41"
"Serie A 2024/25","Lior Kasa","Genoa",19,"Midfielder",4.89,230,0,0,0,"-"
"Serie A 2024/25","Lorenzo Venturino","Genoa",18,"Right-Winger",5.84,167,2,0,2,"-"
"Serie A 2024/25","Mario Balotelli","Genoa",34,"Centre-Foward",4.44,62,0,0,0,"-"
"Serie A 2024/25","Mattia Bani","Genoa",31,"Centre-Back",5.52,1507,0,0,0,"-0.02"
"Serie A 2024/25","Maxwel Cornet","Genoa",28,"Right-Winger",5.98,246,2,1,3,"-"
"Serie A 2024/25","Milan Badelj","Genoa",36,"Midfielder",5.66,1472,1,0,1,"0.12"
"Serie A 2024/25","Morten Frendrup","Genoa",24,"Midfielder",5.87,3103,2,0,2,"0.33"
